currentSentence,pred_bert_1760_1900,genre,date,decade,id,pred_bert_1760_1900_human,summary,hybrid_binary,explanation,classification,sentId
You are not the sort of woman who can turn herseh into a machine and Hve without affections. ',"[('woman', 0.53), ('girl', 0.06), ('man', 0.05), ('wife', 0.04), ('lady', 0.02), ('goddess', 0.02), ('christian', 0.01), ('mother', 0.01), ('butterfly', 0.01), ('saint', 0.01), ('child', 0.01), ('position', 0.01), ('star', 0.01), ('sister', 0.01), ('gentleman', 0.01), ('lover', 0.0), ('heroine', 0.0), ('sphere', 0.0), ('princess', 0.0), ('character', 0.0)]",Fiction,1880,1880,13945,"{'woman': 0.53, 'girl': 0.06, 'man': 0.05, 'wife': 0.04, 'lady': 0.02, 'christian': 0.01, 'mother': 0.01, 'child': 0.01, 'sister': 0.01, 'gentleman': 0.01, 'character': 0.0}","The sentence contrasts a woman's affectionate nature with the idea of becoming a machine, framing machine-likeness as opposed to feeling rather than blending the two registers.",No,"woman: subject defined by human affection; into: signals transformation away from human toward machine; herseh (herself): emphasizes personal identity being lost; machine: represents opposite of feeling; affections: the human quality denied to machines, reinforcing opposition.",technomorphism,13945
"Her sister cannot sit with her, as Phœbe cannot bear the noise of the sewing machine, and the sight of the outer world seems to irritate her.","[('machine', 0.43), ('machines', 0.14), ('needles', 0.05), ('girls', 0.04), ('needle', 0.03), ('about', 0.02), ('room', 0.02), ('women', 0.02), ('children', 0.02), ('wheel', 0.01), ('people', 0.01), ('around', 0.01), ('outside', 0.01), ('downstairs', 0.01), ('table', 0.01), ('crowd', 0.01), ('basket', 0.01), ('below', 0.01), ('upstairs', 0.01), ('without', 0.0)]",Fiction,1887,1880,13950,"{'girls': 0.04, 'women': 0.02, 'children': 0.02, 'people': 0.01, 'crowd': 0.01}","The sentence simply notes that the sewing machine's noise bothers Phœbe, treating it as an inert object causing irritation; no blending of mechanical and living/emotional registers occurs.",No,"{'sewing': 'Refers to the machine as a mere noisy object, not endowed with life or feeling.', 'world': 'Describes the outer world as a source of irritation for Phœbe, unrelated to machine hybridity.', ',': 'Punctuation, no semantic role.', 'with': 'Functional word connecting clauses.', 'sight': ""Refers to Phœbe's perception, a human sensory act."", 'outer': ""Modifies 'world', indicating external environment."", 'sit': ""Describes sister's inability to be present, human action."", 'her': 'Refers to Phœbe, the human subject.', 'phœbe': 'The human character experiencing irritation, not mechanized.', 'as': 'Conjunction linking cause and effect.', 'the': 'Article, no semantic weight.', 'irritate': 'Describes an emotional/physical reaction in Phœbe, human-centered.', 'to': 'Preposition, functional.', 'seems': 'Indicates perceived state, human observation.'}",neutral,13950
"' You are nothing better than a machine !' said poor Guido to himself, in despair. vol. I. T 274 TWO ENGLISH GIRLS.","[('painter', 0.13), ('fool', 0.06), ('girl', 0.05), ('woman', 0.04), ('man', 0.04), ('boy', 0.03), ('dog', 0.03), ('artist', 0.03), ('genius', 0.02), ('child', 0.02), ('block', 0.02), ('dummy', 0.02), ('failure', 0.01), ('dreamer', 0.01), ('photographer', 0.01), ('brute', 0.01), ('savage', 0.01), ('cad', 0.01), ('model', 0.01), ('doll', 0.01)]",Fiction,1890,1890,5766,"{'painter': 0.13, 'fool': 0.06, 'girl': 0.05, 'woman': 0.04, 'man': 0.04, 'boy': 0.03, 'artist': 0.03, 'genius': 0.02, 'child': 0.02, 'dreamer': 0.01, 'brute': 0.01, 'savage': 0.01}","The sentence compares a human ('Guido') to a machine in a derogatory sense, framing lack of feeling or agency as machine-like, which reflects technomorphism, not a hybrid interpenetration of registers.",No,"a, : No specific words provided for evaluation; the phrase 'nothing better than a machine' projects mechanical qualities (lack of feeling, mere function) onto a human, exemplifying technomorphism rather than hybridity.",technomorphism,5766
"One day last month I called in Finsbury Square, and saw Mrs. Burns, and then I heard how Aunty Sally, disgusted at the universal introduction of sewing machines, had given up business and taken the first floor; and while I was sitting there a letter came from the doctor.","[('machines', 0.9), ('machinery', 0.02), ('needles', 0.01), ('machine', 0.01), ('girls', 0.0), ('women', 0.0), ('down', 0.0), ('jenny', 0.0), ('materials', 0.0), ('factories', 0.0), ('children', 0.0), ('schools', 0.0), ('silk', 0.0), ('ladies', 0.0), ('classes', 0.0), ('people', 0.0), ('patterns', 0.0), ('rooms', 0.0), ('men', 0.0), ('lines', 0.0)]",Fiction,1880,1880,5776,"{'girls': 0.0, 'women': 0.0, 'children': 0.0, 'ladies': 0.0, 'classes': 0.0, 'people': 0.0, 'men': 0.0}",The sentence merely reports a social visit and mentions sewing machines as ordinary tools causing a business change; no vitality or mechanical qualities are attributed to humans or machines.,No,"Words like 'sewing', 'machines', 'business', 'introduction' refer to literal, mundane objects and events. 'Universal' and 'disgusted' describe reaction to change, not blending of mechanical/organic traits. No anthropomorphic or technomorphic language appears.",neutral,5776
"She suited Montague niore than any one else at the moment, because she expected no more of him than to be a tennis playing machine.","[('woman', 0.1), ('man', 0.07), ('girl', 0.07), ('player', 0.06), ('match', 0.04), ('.', 0.04), ('party', 0.03), ('wife', 0.02), ('lover', 0.02), ('master', 0.02), ('lady', 0.01), ('husband', 0.01), ('gentleman', 0.01), ('boy', 0.01), ('hero', 0.01), ('squire', 0.01), ('partner', 0.01), ('there', 0.01), ('widow', 0.01), ('##ton', 0.01)]",Fiction,1892,1890,5781,"{'woman': 0.1, 'man': 0.07, 'girl': 0.07, 'wife': 0.02, 'master': 0.02, 'lady': 0.01, 'husband': 0.01, 'gentleman': 0.01, 'boy': 0.01, 'hero': 0.01}","Montague is reduced to a 'tennis playing machine,' describing a human in mechanical terms — a technomorphic depiction, but without vitality or feeling attributed to a machine, so not fully hybrid.",No,"{'playing': ""part of the mechanical descriptor 'tennis playing machine' applied to a human"", 'montague': 'the human subject being described in mechanical terms', 'niore': 'irrelevant/typo, no bearing on meaning', 'tennis': 'specifies the mechanical function Montague is reduced to', 'a': 'grammatical article, not relevant', 'one': ""part of comparative phrase 'more than any one else', not relevant to hybridity"", 'she': 'the subject expecting little of Montague, not mechanically or emotionally described'}",technomorphism,5781
"She had struggled on for her child 's sake, working with the dull monotony of a machine, as unnoticed as a weed in the heart of a forest, with tired legs and aching PHILANTHROPY IN ITS SANEST FORCE 71 back, without one ray of light on the darkness of her life, except the smile on her boy 's face.","[('life', 0.11), ('day', 0.09), ('dream', 0.06), ('woman', 0.04), ('child', 0.04), ('prison', 0.03), ('week', 0.03), ('wilderness', 0.02), ('factory', 0.01), ('mill', 0.01), ('city', 0.01), ('home', 0.01), ('farm', 0.01), ('struggle', 0.01), ('man', 0.01), ('garden', 0.01), ('machine', 0.01), ('slave', 0.01), ('summer', 0.01), ('furnace', 0.01)]",Fiction,1892,1890,5782,"{'life': 0.11, 'woman': 0.04, 'child': 0.04, 'man': 0.01, 'slave': 0.01}","The sentence describes the woman's labor as mechanical ('dull monotony of a machine'), applying machine qualities to a human, exemplifying technomorphism rather than a true interpenetration of registers.",No,"'Forest' is used in a simile about being unnoticed, not linked to machinery; 'life' refers to her human existence being darkened, contrasted with mechanical monotony, not blended with it.",technomorphism,5782
"She suited Mon tague more than any one else at the moment, because she expected no more of him than to be a tennis playing machine.","[('player', 0.24), ('man', 0.07), ('woman', 0.07), ('girl', 0.06), ('master', 0.04), ('party', 0.04), ('match', 0.03), ('lady', 0.03), ('partner', 0.01), ('herself', 0.01), ('mistress', 0.01), ('maid', 0.01), ('keeper', 0.01), ('ball', 0.01), ('wife', 0.01), ('queen', 0.01), ('lover', 0.01), ('machine', 0.01), ('boy', 0.01), ('major', 0.01)]",Non-fiction,1893,1890,5783,"{'man': 0.07, 'woman': 0.07, 'girl': 0.06, 'master': 0.04, 'lady': 0.03, 'mistress': 0.01, 'maid': 0.01, 'wife': 0.01, 'queen': 0.01, 'boy': 0.01}","Montague is described as a 'tennis playing machine,' reducing his human identity to mechanical function and repetition, blending human and mechanical registers rather than opposing them.",Yes,"{'playing': 'Part of the machine metaphor; frames his human activity as mechanical repetition rather than living engagement.', 'tague': 'Refers to Montague, the human subject being technomorphized into a machine.', 'him': 'Pronoun referring to Montague, the person reduced to machine-like function.', 'tennis': 'Specifies the mechanical function he is reduced to—repetitive, skill-based action without emotional depth.', 'moment': 'Indicates the temporary, functional nature of the relationship, reinforcing the mechanical framing of his role.'}",technomorphism,5783
"It is curious, for instance, to see with how little of a purely humane interest he looks back to his childhood; how Heyne the man has almost grown into a sort of teaching machine, and sees in Heyne the boy little else than the incipient Geimndgiinder, and tells us Uttle else but how this wheel after the other was developed in him, and he came at last to grind in complete perfection.","[('man', 0.28), ('child', 0.09), ('boy', 0.07), ('machine', 0.05), ('himself', 0.03), ('spirit', 0.03), ('master', 0.02), ('genius', 0.02), ('dog', 0.02), ('animal', 0.01), ('him', 0.01), ('age', 0.01), ('philosopher', 0.01), ('teacher', 0.01), ('power', 0.01), ('school', 0.01), ('horse', 0.01), ('system', 0.01), ('demon', 0.01), ('beast', 0.01)]",Fiction,1857,1850,13975,"{'man': 0.28, 'child': 0.09, 'boy': 0.07, 'himself': 0.03, 'spirit': 0.03, 'master': 0.02, 'genius': 0.02, 'him': 0.01, 'philosopher': 0.01, 'teacher': 0.01, 'demon': 0.01}","The sentence describes a human (Heyne) as having 'grown into a sort of teaching machine,' with mechanical 'wheels' developing within him, blending human identity with mechanical function — a clear interpenetration of registers.",Yes,"'Teaching' modifies 'machine,' fusing human pedagogical role with mechanical device. 'Him' refers to Heyne, the human subject who is described as containing mechanical 'wheels,' directly merging human and machine registers.",technomorphism,13975
"You go into the mill where bobbins and cords are made, and all round you are little machines, like so many hands, at work, twirling round the spools, and making the cord without any sort of instruction.","[('children', 0.38), ('boys', 0.17), ('men', 0.05), ('hands', 0.04), ('fingers', 0.04), ('feet', 0.02), ('girls', 0.02), ('figures', 0.02), ('machines', 0.02), ('creatures', 0.02), ('people', 0.01), ('things', 0.01), ('ones', 0.01), ('women', 0.01), ('heads', 0.01), ('parties', 0.0), ('bodies', 0.0), ('groups', 0.0), ('giants', 0.0), ('beings', 0.0)]",Non-fiction,1856,1850,13989,"{'children': 0.38, 'boys': 0.17, 'men': 0.05, 'hands': 0.04, 'feet': 0.02, 'girls': 0.02, 'figures': 0.02, 'creatures': 0.02, 'people': 0.01, 'ones': 0.01, 'women': 0.01, 'bodies': 0.0, 'giants': 0.0, 'beings': 0.0}","The sentence describes machines as 'like so many hands' working independently, attributing human-like agency and body parts to mechanical objects, reflecting a hybrid understanding.",Yes,"‘Hands’ anthropomorphizes the machines by likening them to human body parts performing work; ‘little’ adds a diminutive, almost living quality, reinforcing the blending of mechanical and human/organic registers.",anthropomorphism,13989
"Then she uses the other foot in the same manner, working with one foot after the other, alternately, like a machine, as Neu Wied has re marked. * The sand which would be likely to fall back again is moved out of the way by the foot, which moves forward before it is thrust down to deepen the hole, and scrapes the sand to one side.","[('man', 0.1), ('woman', 0.09), ('needle', 0.07), ('cat', 0.04), ('child', 0.03), ('machine', 0.02), ('carpenter', 0.01), ('spider', 0.01), ('dog', 0.01), ('spade', 0.01), ('boy', 0.01), ('giant', 0.01), ('slave', 0.01), ('clock', 0.01), ('snail', 0.01), ('crab', 0.01), ('tailor', 0.01), ('monkey', 0.01), ('pendulum', 0.01), ('fan', 0.01)]",Non-fiction,1870,1870,5803,"{'man': 0.1, 'woman': 0.09, 'child': 0.03, 'carpenter': 0.01, 'boy': 0.01, 'giant': 0.01, 'slave': 0.01, 'tailor': 0.01}","The sentence describes a human (or animal) moving mechanically, comparing bodily motion to a machine's repetitive action, projecting mechanical qualities onto living behavior — a technomorphic, hybrid description.",Yes,"'like' introduces the simile comparing human/animal motion to a machine, central to the technomorphic framing. 'a' and 'side' are grammatical/structural words with no direct bearing on the hybridity or anthropomorphism/technomorphism themselves.",technomorphism,5803
"The street sweeping machines are at work during the entire day; and boys, with dust pans and brushes, gather horse manure constantly, the parishes being paid for the privilege of taking the manure.","[('##s', 0.37), ('men', 0.16), ('machines', 0.11), ('boys', 0.06), ('women', 0.04), ('##ers', 0.02), ('girls', 0.02), ('##men', 0.01), ('parties', 0.01), ('department', 0.01), ('shops', 0.01), ('agents', 0.01), ('engines', 0.01), ('hands', 0.01), ('assistants', 0.01), ('##rs', 0.01), ('people', 0.01), ('committee', 0.01), ('company', 0.01), ('makers', 0.0)]",Non-fiction,1875,1870,5804,"{'men': 0.16, 'boys': 0.06, 'women': 0.04, 'girls': 0.02, '##men': 0.01, 'agents': 0.01, 'hands': 0.01, 'assistants': 0.01, 'people': 0.01, 'makers': 0.0}","The sentence describes street sweeping machines and boys performing tasks factually, without blending mechanical and living/emotional qualities; machines are tools, humans are workers, no interpenetration occurs.",No,"‘Sweeping,’ ‘at,’ ‘the’ relate neutrally to machine description; ‘boys,’ ‘are,’ ‘pans’ describe human labor factually. None impute feeling to machines or mechanical traits to humans, so no hybridity is present.",neutral,5804
He had been obliged to close his 80 A LEADING LADY carpenters ' and property makers ' shops; in the wardrobe half a dozen sewing machines were standing idle; he had discharged his scenic artist; every penny that was not required for the im mediate purposes of the nightly performance was ruthlessly scratched out of the pay sheet.,"[('girls', 0.29), ('machines', 0.21), ('women', 0.19), ('hands', 0.05), ('maids', 0.05), ('men', 0.04), ('ladies', 0.02), ('children', 0.01), ('assistants', 0.01), ('people', 0.01), ('boys', 0.01), ('needles', 0.01), ('workers', 0.01), ('materials', 0.01), ('tools', 0.0), ('##men', 0.0), ('clerks', 0.0), ('folk', 0.0), ('shops', 0.0), ('persons', 0.0)]",Fiction,1891,1890,5809,"{'girls': 0.29, 'women': 0.19, 'hands': 0.05, 'men': 0.04, 'ladies': 0.02, 'children': 0.01, 'assistants': 0.01, 'people': 0.01, 'boys': 0.01, 'workers': 0.01, '##men': 0.0, 'clerks': 0.0, 'persons': 0.0}","The sewing machines are described as merely 'standing idle,' a literal, non-vitalized description; no emotional or living qualities are projected onto them, and no mechanical qualities are projected onto humans.",No,"{'sewing': 'Refers to sewing machines, literal objects with no anthropomorphic traits attributed.', 'dozen': 'Quantifies the machines neutrally, no emotional or vital register implied.', 'were': ""Simple copular verb ('were standing idle'), stating a factual state, not agency or feeling."", 'shops': ""Refers to physical carpenters' and property makers' shops, neutral spatial reference.""}",neutral,5809
